date,web_traffic,page_views,clicks,impressions,ctr,bounce_rate,avg_session_duration_sec,new_users,returning_users,conversions,conversion_rate,ad_spend_usd,organic_search,referral_traffic,promo_flag,holiday_flag
2020-09-02,2224,2177,139,3369,0.0413,0.4823,182.2,707,1470,4,0.0288,4.4,1186,120,0,0
2020-09-03,2044,2012,160,3410,0.0469,0.4521,177.5,529,1483,4,0.025,5.97,1098,128,0,0
2020-09-04,1805,1747,95,2796,0.034,0.293,121.4,400,1347,3,0.0316,2.45,1105,102,0,0
2020-09-05,1907,1886,141,2901,0.0486,0.2355,198.2,458,1428,3,0.0213,4.97,1148,253,0,0
2020-09-06,1830,1788,133,3040,0.0438,0.2968,200.0,493,1295,7,0.0526,3.13,1074,91,0,0
2020-09-07,1933,1829,82,1755,0.0467,0.2822,183.6,512,1317,2,0.0244,3.59,1134,249,0,0
2020-09-08,2317,2333,157,3816,0.0411,0.4393,200.0,749,1584,7,0.0446,5.09,1256,222,0,0
2020-09-09,2560,2546,159,3486,0.0456,0.4751,173.3,811,1735,6,0.0377,4.26,1509,128,0,0
2020-09-10,2279,2263,78,2566,0.0304,0.4274,122.1,650,1613,2,0.0256,5.29,1288,204,0,0
2020-09-11,1703,1704,127,2730,0.0465,0.2098,162.8,540,1164,3,0.0236,2.39,1052,117,0,0
2020-09-12,1658,1673,91,2969,0.0307,0.2144,190.0,383,1290,4,0.044,4.14,914,188,0,0
2020-09-13,1991,1951,137,2873,0.0477,0.2279,186.7,405,1546,5,0.0365,3.89,1164,230,1,0
2020-09-14,1925,1962,165,3317,0.0497,0.355,200.0,650,1312,5,0.0303,4.07,1241,194,0,0
2020-09-15,2335,2352,154,4286,0.0359,0.4522,165.4,497,1855,7,0.0455,9.29,1318,127,0,0
2020-09-16,2406,2462,148,4340,0.0341,0.5223,143.4,584,1878,4,0.027,8.36,1256,285,0,0
2020-09-17,2070,2101,174,3841,0.0453,0.3686,155.7,639,1462,6,0.0345,3.44,1213,282,0,0
2020-09-18,1925,1944,112,3205,0.0349,0.2817,153.5,508,1436,4,0.0357,6.0,1073,237,0,0
2020-09-19,1349,1401,100,2123,0.0471,0.31,159.0,464,937,2,0.02,3.38,842,186,0,0
2020-09-20,1670,1737,66,2049,0.0322,0.2866,200.0,425,1312,3,0.0455,4.41,1116,122,0,0
2020-09-21,2036,2087,98,3028,0.0324,0.4134,200.0,421,1666,3,0.0306,3.84,1196,290,0,0
2020-09-22,2200,2227,147,2965,0.0496,0.4426,200.0,546,1681,3,0.0204,4.93,1269,183,0,0
2020-09-23,2635,2646,223,5118,0.0436,0.3896,170.9,759,1887,7,0.0314,7.94,1583,136,0,0
2020-09-24,2094,2116,146,3100,0.0471,0.3267,165.0,543,1573,6,0.0411,4.76,1091,284,0,0
2020-09-25,1942,1965,109,2996,0.0364,0.229,144.1,551,1414,4,0.0367,4.45,1057,283,0,0
2020-09-26,1895,1867,131,3006,0.0436,0.2856,200.0,619,1248,5,0.0382,3.33,1191,216,0,0
2020-09-27,2077,2096,132,3162,0.0417,0.3312,182.5,706,1390,3,0.0227,6.11,1259,153,0,0
2020-09-28,2015,2017,156,3709,0.0421,0.4425,200.0,484,1533,4,0.0256,5.48,1013,152,0,0
2020-09-29,2671,2597,156,3572,0.0437,0.4703,199.4,699,1898,7,0.0449,7.99,1378,251,0,0
2020-09-30,2560,2534,162,3900,0.0415,0.5056,145.8,716,1818,4,0.0247,4.65,1527,354,0,0
2020-10-01,2304,2247,117,3037,0.0385,0.3644,180.3,769,1478,5,0.0427,5.54,1381,146,0,0
2020-10-02,2158,2141,94,2646,0.0355,0.2488,155.5,749,1392,2,0.0213,5.85,1340,284,0,0
2020-10-03,2015,1937,121,2669,0.0453,0.295,190.3,456,1481,5,0.0413,4.79,1053,153,1,0
2020-10-04,1930,1915,99,2858,0.0346,0.2927,200.0,592,1323,3,0.0303,6.02,1225,251,0,0
2020-10-05,2283,2270,141,3210,0.0439,0.3554,200.0,583,1687,5,0.0355,6.55,1323,322,0,0
2020-10-06,2566,2492,118,3393,0.0348,0.4476,186.9,501,1991,3,0.0254,4.55,1506,231,0,0
2020-10-07,2661,2629,136,3204,0.0424,0.4637,192.8,529,2100,3,0.0221,5.45,1550,227,1,0
2020-10-08,2551,2521,168,3740,0.0449,0.4576,153.0,678,1843,4,0.0238,3.87,1307,328,0,0
2020-10-09,2385,2343,97,2809,0.0345,0.3714,166.7,640,1703,2,0.0206,4.5,1510,241,0,0
2020-10-10,1838,1826,94,3017,0.0312,0.2797,130.2,371,1455,3,0.0319,3.46,947,216,0,0
2020-10-11,2286,2307,114,3499,0.0326,0.3141,200.0,699,1608,4,0.0351,6.7,1242,259,0,0
2020-10-12,2082,2099,107,2537,0.0422,0.3757,197.2,512,1587,4,0.0374,4.04,1306,137,0,0
2020-10-13,2560,2600,176,3739,0.0471,0.4051,200.0,738,1862,8,0.0455,5.3,1541,350,0,0
2020-10-14,2784,2769,115,3737,0.0308,0.4853,185.8,679,2090,5,0.0435,4.5,1733,193,0,0
2020-10-15,2559,2552,178,3991,0.0446,0.3237,157.8,574,1978,7,0.0393,9.17,1473,366,0,0
2020-10-16,2083,2145,140,3793,0.0369,0.3593,162.7,560,1585,5,0.0357,3.44,1194,161,0,0
2020-10-17,1981,2011,90,2262,0.0398,0.1928,153.4,472,1539,3,0.0333,1.96,1284,248,0,0
2020-10-18,1998,2054,152,3128,0.0486,0.2861,200.0,576,1478,5,0.0329,3.52,1038,161,1,0
2020-10-19,2328,2334,126,3426,0.0368,0.3077,200.0,536,1798,6,0.0476,7.73,1467,191,0,0
2020-10-20,2821,2800,180,4576,0.0393,0.4559,200.0,774,2026,5,0.0278,10.38,1497,227,1,0
2020-10-21,2796,2822,132,4353,0.0303,0.4458,200.0,631,2191,3,0.0227,7.76,1770,352,0,0
2020-10-22,2451,2510,107,3388,0.0316,0.3137,141.6,755,1755,4,0.0374,7.18,1307,265,0,0
2020-10-23,2321,2393,121,3437,0.0352,0.3276,137.0,749,1644,3,0.0248,3.85,1405,331,0,0
2020-10-24,2110,2132,87,2859,0.0304,0.2236,174.1,462,1670,4,0.046,6.46,1350,172,0,0
2020-10-25,2247,2272,166,3897,0.0426,0.3159,200.0,614,1658,8,0.0482,3.95,1297,271,1,0
2020-10-26,2495,2549,148,3834,0.0386,0.3501,200.0,537,2012,3,0.0203,3.65,1560,319,0,0
2020-10-27,2677,2675,206,5030,0.041,0.448,200.0,775,1900,5,0.0243,4.87,1660,174,0,0
2020-10-28,2864,2790,139,4151,0.0335,0.3996,179.5,669,2121,5,0.036,6.89,1703,251,0,0
2020-10-29,2799,2754,134,3741,0.0358,0.3639,133.0,769,1985,5,0.0373,7.38,1759,271,0,0
2020-10-30,2416,2421,125,2899,0.0431,0.2837,163.3,672,1749,4,0.032,3.91,1373,207,0,0
2020-10-31,2187,2150,121,2450,0.0494,0.2953,190.6,728,1422,5,0.0413,5.55,1131,177,0,0
2020-11-01,2302,2247,82,2659,0.0308,0.3557,200.0,634,1613,3,0.0366,3.86,1140,267,0,0
2020-11-02,2754,2692,200,4182,0.0478,0.3097,200.0,774,1918,6,0.03,4.29,1446,193,0,0
2020-11-03,2777,2776,185,4446,0.0416,0.482,174.4,722,2054,4,0.0216,6.66,1448,336,0,0
2020-11-04,3043,2997,146,3548,0.0411,0.339,182.7,1026,1971,6,0.0411,6.45,1749,430,0,0
2020-11-05,2764,2709,182,4548,0.04,0.3337,129.6,858,1851,5,0.0275,9.32,1430,289,0,0
2020-11-06,2419,2381,105,3341,0.0314,0.2587,130.7,578,1803,5,0.0476,4.97,1204,265,0,0
2020-11-07,2317,2338,114,3576,0.0319,0.1849,160.7,764,1574,4,0.0351,6.04,1182,133,0,0
2020-11-08,2412,2387,183,4350,0.0421,0.1926,179.9,632,1755,7,0.0383,5.22,1491,326,1,0
2020-11-09,2742,2698,167,4531,0.0369,0.3706,199.0,875,1823,8,0.0479,8.01,1588,212,0,0
2020-11-10,3065,3072,215,4443,0.0484,0.4175,194.4,994,2078,10,0.0465,10.13,1701,343,0,0
2020-11-11,2989,3003,151,3969,0.038,0.4665,190.1,686,2317,5,0.0331,3.47,1904,444,0,0
2020-11-12,2911,2879,101,3079,0.0328,0.4279,146.5,879,2000,3,0.0297,6.56,1470,315,0,0
2020-11-13,2399,2425,146,3289,0.0444,0.3199,121.3,591,1834,6,0.0411,5.41,1569,297,1,0
2020-11-14,2269,2295,120,3346,0.0359,0.2854,196.1,561,1734,4,0.0333,3.94,1360,217,0,0
2020-11-15,2231,2324,123,3027,0.0406,0.2683,182.0,568,1756,3,0.0244,6.76,1226,130,0,0
2020-11-16,2594,2669,173,3933,0.044,0.2907,200.0,824,1845,8,0.0462,6.0,1606,346,0,0
2020-11-17,3067,3049,222,4620,0.0481,0.4811,200.0,715,2334,6,0.027,5.99,1874,163,0,0
2020-11-18,2966,2966,198,4316,0.0459,0.418,177.3,594,2372,4,0.0202,4.63,1674,356,0,0
2020-11-19,3070,3106,185,4255,0.0435,0.3466,174.9,954,2152,4,0.0216,4.96,1954,162,0,0
2020-11-20,2276,2392,160,3669,0.0436,0.2977,162.6,540,1852,6,0.0375,7.52,1250,326,0,0
2020-11-21,2072,2155,167,3423,0.0488,0.2069,156.1,465,1690,7,0.0419,5.89,1168,142,1,0
2020-11-22,2446,2524,116,3236,0.0358,0.2509,200.0,595,1929,3,0.0259,7.02,1297,256,0,0
2020-11-23,2733,2804,150,4997,0.03,0.3672,200.0,721,2083,4,0.0267,5.74,1491,308,0,0
2020-11-24,3077,3109,163,4602,0.0354,0.4456,195.8,844,2265,5,0.0307,4.52,1666,298,0,0
2020-11-25,3209,3196,165,4806,0.0343,0.4026,192.6,661,2535,7,0.0424,3.89,2038,269,0,1
2020-11-26,2886,2905,206,4769,0.0432,0.369,158.0,1004,1901,4,0.0194,7.45,1487,281,0,0
2020-11-27,2451,2450,162,3789,0.0428,0.3603,161.0,753,1697,8,0.0494,8.71,1382,199,0,0
2020-11-28,2361,2350,166,3973,0.0418,0.2773,200.0,584,1766,4,0.0241,7.32,1363,220,1,0
2020-11-29,2401,2345,111,3652,0.0304,0.3756,193.2,581,1764,6,0.0541,4.61,1489,201,0,0
2020-11-30,2935,2871,176,3955,0.0445,0.409,200.0,767,2104,4,0.0227,8.37,1865,306,0,0
2020-12-01,3114,3066,176,4821,0.0365,0.4854,200.0,901,2165,8,0.0455,9.51,1879,226,0,0
2020-12-02,3157,3071,169,3904,0.0433,0.3781,194.8,682,2389,5,0.0296,3.21,1983,457,0,0
2020-12-03,2951,2913,182,4433,0.0411,0.4316,122.8,665,2248,4,0.022,8.98,1800,292,0,0
2020-12-04,2748,2646,146,3951,0.037,0.304,113.7,870,1776,7,0.0479,4.94,1705,184,0,0
2020-12-05,2337,2308,110,3366,0.0327,0.225,161.6,550,1758,5,0.0455,3.45,1399,226,0,0
2020-12-06,2346,2362,111,3482,0.0319,0.2802,166.0,607,1755,4,0.036,3.97,1209,323,0,0
2020-12-07,2821,2822,148,3171,0.0467,0.3973,200.0,933,1889,6,0.0405,4.77,1581,147,0,0
2020-12-08,3144,3155,212,4386,0.0483,0.4532,200.0,945,2210,8,0.0377,6.3,1884,372,0,0
2020-12-09,3149,3151,206,4785,0.0431,0.4036,155.5,792,2359,9,0.0437,5.9,1741,330,0,0
2020-12-10,2977,2933,144,4493,0.032,0.4305,124.4,887,2046,4,0.0278,4.76,1587,196,0,0
2020-12-11,2643,2656,131,3438,0.0381,0.2747,154.4,539,2117,5,0.0382,6.68,1558,350,0,0
2020-12-12,2179,2230,174,3910,0.0445,0.2633,190.6,692,1538,6,0.0345,8.93,1427,194,0,0
2020-12-13,2256,2320,140,3078,0.0455,0.2566,164.8,633,1687,4,0.0286,6.05,1172,184,0,0
2020-12-14,2706,2737,150,4636,0.0324,0.3391,200.0,881,1856,7,0.0467,5.77,1684,364,0,0
2020-12-15,3142,3133,149,4967,0.03,0.4665,200.0,1075,2058,4,0.0268,5.8,1906,357,0,0
2020-12-16,3245,3282,199,4499,0.0442,0.3955,192.4,1112,2170,5,0.0251,5.07,2116,459,0,1
2020-12-17,3177,3196,220,5929,0.0371,0.4906,177.3,1075,2121,8,0.0364,5.96,2044,361,0,0
2020-12-18,2718,2756,122,3476,0.0351,0.2156,197.0,763,1993,5,0.041,5.66,1693,342,0,0
2020-12-19,2310,2406,123,4051,0.0304,0.2226,166.2,611,1795,3,0.0244,6.92,1391,322,0,0
2020-12-20,2478,2508,174,4264,0.0408,0.2903,200.0,677,1831,6,0.0345,7.92,1331,139,0,0
2020-12-21,2649,2726,175,3723,0.047,0.3792,200.0,827,1899,8,0.0457,6.78,1586,348,0,0
2020-12-22,3131,3181,278,5657,0.0491,0.4232,198.7,1058,2123,8,0.0288,7.01,1956,354,0,0
2020-12-23,3183,3234,194,4689,0.0414,0.4446,200.0,747,2487,8,0.0412,6.07,2051,184,0,0
2020-12-24,3055,3078,193,4795,0.0403,0.4139,126.1,1040,2038,8,0.0415,8.74,1904,310,0,0
2020-12-25,2553,2571,126,3990,0.0316,0.2951,135.7,829,1742,4,0.0317,5.28,1361,150,0,1
2020-12-26,2491,2502,151,3686,0.041,0.3222,200.0,868,1634,7,0.0464,4.12,1476,309,0,0
2020-12-27,2710,2708,169,4501,0.0375,0.3138,200.0,899,1809,7,0.0414,6.13,1489,283,0,0
2020-12-28,2876,2848,199,4724,0.0421,0.3936,200.0,689,2159,7,0.0352,5.71,1428,414,0,0
2020-12-29,3268,3247,141,3735,0.0378,0.3799,200.0,701,2546,5,0.0355,3.48,1721,222,0,0
2020-12-30,3398,3366,206,5927,0.0348,0.4435,180.1,730,2636,8,0.0388,12.12,1740,372,0,0
2020-12-31,3107,3004,112,3507,0.0319,0.3784,183.0,732,2272,4,0.0357,7.29,1882,214,0,0
2021-01-01,2786,2707,168,4620,0.0364,0.2563,154.5,791,1916,8,0.0476,5.22,1458,302,0,1
2021-01-02,2484,2449,135,4225,0.032,0.2705,193.8,785,1664,4,0.0296,3.79,1329,299,0,0
2021-01-03,2596,2543,109,3260,0.0334,0.2449,200.0,852,1691,3,0.0275,6.22,1638,311,0,0
2021-01-04,2823,2775,196,3934,0.0498,0.3828,200.0,815,1960,5,0.0255,4.4,1545,365,1,0
2021-01-05,3254,3208,160,4103,0.039,0.3747,199.7,644,2564,3,0.0188,5.7,1609,434,0,0
2021-01-06,3385,3348,198,4878,0.0406,0.5334,187.8,763,2585,4,0.0202,4.37,1817,193,0,0
2021-01-07,3261,3229,221,4645,0.0476,0.3486,145.7,694,2535,10,0.0452,5.29,1672,272,0,0
2021-01-08,2810,2797,231,4632,0.0499,0.3176,200.0,712,2085,9,0.039,9.21,1442,332,0,0
2021-01-09,2699,2707,199,4770,0.0417,0.2921,176.9,745,1962,8,0.0402,9.57,1385,270,1,0
2021-01-10,2427,2439,201,4339,0.0463,0.2433,193.2,504,1935,8,0.0398,4.82,1437,168,0,0
2021-01-11,2909,2971,151,4122,0.0366,0.3926,193.3,749,2222,7,0.0464,5.37,1570,313,0,0
2021-01-12,3225,3224,170,4701,0.0362,0.3667,200.0,731,2493,6,0.0353,4.71,1787,293,0,0
2021-01-13,3531,3546,157,4125,0.0381,0.5201,190.7,1053,2493,7,0.0446,3.76,2232,316,0,0
2021-01-14,2976,2953,172,3954,0.0435,0.3941,143.0,796,2157,5,0.0291,9.05,1664,387,0,0
2021-01-15,2496,2575,190,4359,0.0436,0.2768,164.5,706,1869,9,0.0474,7.77,1641,234,0,0
2021-01-16,2310,2370,157,4321,0.0363,0.2375,143.2,626,1744,6,0.0382,6.97,1362,125,0,0
2021-01-17,2253,2268,93,2842,0.0327,0.3123,200.0,779,1489,3,0.0323,5.54,1270,127,0,0
2021-01-18,2754,2793,165,3859,0.0428,0.3208,200.0,649,2144,6,0.0364,7.95,1711,379,0,0
2021-01-19,3099,3098,151,4631,0.0326,0.3907,200.0,860,2238,5,0.0331,9.31,1583,452,0,0
2021-01-20,3288,3287,213,5115,0.0416,0.4364,157.9,1020,2267,5,0.0235,4.22,1688,391,0,0
2021-01-21,2966,3076,181,4116,0.044,0.3345,127.4,872,2204,7,0.0387,4.45,1839,266,0,0
2021-01-22,2865,2887,201,4575,0.0439,0.3976,135.1,980,1907,6,0.0299,8.15,1654,415,0,0
2021-01-23,2531,2543,161,3574,0.045,0.2242,146.6,653,1890,3,0.0186,4.87,1573,296,0,0
2021-01-24,2428,2439,173,3651,0.0474,0.3134,200.0,657,1782,8,0.0462,8.3,1555,328,0,0
2021-01-25,2718,2731,176,4395,0.04,0.3605,200.0,582,2149,7,0.0398,7.9,1525,346,0,0
2021-01-26,3284,3227,216,4845,0.0446,0.379,200.0,940,2287,10,0.0463,10.83,1902,284,0,0
2021-01-27,3108,3088,185,4362,0.0424,0.4472,197.8,751,2337,7,0.0378,4.81,1776,302,0,0
2021-01-28,3167,3232,161,4777,0.0337,0.4326,155.7,724,2508,5,0.0311,10.01,2092,222,0,0
2021-01-29,2807,2783,126,4125,0.0305,0.2972,151.1,784,1999,4,0.0317,5.29,1738,220,0,0
2021-01-30,2457,2352,120,3354,0.0358,0.3122,166.7,658,1694,5,0.0417,7.66,1498,301,0,0
2021-01-31,2295,2281,128,3303,0.0388,0.3229,192.5,482,1799,6,0.0469,3.42,1228,318,0,0
2021-02-01,3061,2975,229,5414,0.0423,0.3959,179.0,907,2068,6,0.0262,8.52,1832,364,0,0
2021-02-02,3205,3124,237,5036,0.0471,0.4052,200.0,917,2207,11,0.0464,10.02,1686,302,0,0
2021-02-03,3403,3363,164,4846,0.0338,0.3935,172.5,768,2595,8,0.0488,7.02,1787,197,0,0
2021-02-04,2840,2791,149,4576,0.0326,0.3627,167.9,755,2036,6,0.0403,6.87,1791,155,0,0
2021-02-05,2576,2541,179,3642,0.0491,0.3164,154.8,783,1758,9,0.0503,8.3,1278,222,0,0
2021-02-06,2397,2383,133,4134,0.0322,0.2798,170.1,666,1717,4,0.0301,5.94,1537,230,0,0
2021-02-07,2464,2464,153,3878,0.0395,0.1632,181.3,639,1825,7,0.0458,6.62,1287,273,0,0
2021-02-08,2779,2726,168,4030,0.0417,0.3496,200.0,677,2049,7,0.0417,3.55,1698,138,0,0
2021-02-09,3170,3175,206,5047,0.0408,0.4361,200.0,926,2249,4,0.0194,10.41,1719,473,0,0
2021-02-10,3012,3046,115,3612,0.0318,0.4336,150.5,1038,2008,5,0.0435,6.4,1683,263,0,0
2021-02-11,2922,2926,116,3730,0.0311,0.458,154.7,880,2046,4,0.0345,5.24,1558,394,1,0
2021-02-12,2576,2593,105,3270,0.0321,0.3277,157.6,548,2045,4,0.0381,2.7,1524,268,0,0
2021-02-13,2329,2411,154,3685,0.0418,0.318,159.0,649,1762,6,0.039,6.22,1331,152,0,0
2021-02-14,2446,2509,189,4633,0.0408,0.261,186.9,837,1672,5,0.0265,3.79,1502,326,0,0
2021-02-15,2506,2605,176,5070,0.0347,0.3969,200.0,558,2047,6,0.0341,4.07,1309,315,0,0
2021-02-16,2897,2870,200,4671,0.0428,0.5099,176.0,1000,1870,9,0.045,8.05,1463,295,0,0
2021-02-17,3219,3280,244,5249,0.0465,0.5131,180.3,1123,2157,5,0.0205,5.69,1689,333,0,0
2021-02-18,2870,2938,103,3349,0.0308,0.3388,135.1,622,2316,3,0.0291,3.64,1654,173,0,0
2021-02-19,2390,2448,136,3406,0.0399,0.2939,174.2,832,1616,3,0.0221,6.06,1523,283,0,0
2021-02-20,2438,2498,147,3353,0.0438,0.2352,200.0,636,1862,5,0.034,2.95,1582,353,0,0
2021-02-21,2363,2398,116,3299,0.0352,0.2963,181.5,783,1615,5,0.0431,4.19,1287,142,0,0
2021-02-22,2853,2836,150,4159,0.0361,0.3843,200.0,745,2091,7,0.0467,4.26,1662,217,0,0
2021-02-23,3003,3010,179,4231,0.0423,0.3862,184.2,801,2209,9,0.0503,7.07,1852,422,0,0
2021-02-24,3277,3319,176,3665,0.048,0.4509,194.1,980,2339,7,0.0398,6.57,1803,260,0,0
2021-02-25,3033,3057,233,5043,0.0462,0.2924,127.7,967,2090,6,0.0258,9.49,1716,353,0,0
2021-02-26,2488,2462,132,3165,0.0417,0.3787,162.6,505,1957,6,0.0455,3.74,1425,255,0,0
2021-02-27,2390,2386,165,3693,0.0447,0.2269,155.9,689,1697,7,0.0424,3.45,1241,262,0,0
2021-02-28,2448,2417,173,4628,0.0374,0.2746,194.6,551,1866,6,0.0347,4.25,1218,221,0,0
2021-03-01,2930,2807,158,3694,0.0428,0.3345,189.4,707,2100,6,0.038,5.32,1468,225,0,0
2021-03-02,2845,2828,111,2811,0.0395,0.4855,200.0,713,2115,5,0.045,6.24,1680,155,0,0
2021-03-03,3099,3093,151,4463,0.0338,0.3056,156.6,836,2257,6,0.0397,5.03,1581,385,0,0
2021-03-04,2944,2916,221,5016,0.0441,0.3926,164.0,729,2187,7,0.0317,5.94,1541,363,0,0
2021-03-05,2224,2230,173,4218,0.041,0.3013,146.1,482,1748,7,0.0405,4.01,1228,261,0,0
2021-03-06,2162,2080,97,2609,0.0372,0.2298,171.0,461,1619,2,0.0206,4.46,1064,238,0,0
2021-03-07,2048,2046,158,3272,0.0483,0.3581,200.0,419,1627,5,0.0316,5.95,1082,152,0,0
2021-03-08,2554,2554,109,3593,0.0303,0.3056,194.8,691,1863,4,0.0367,6.34,1626,133,0,0
2021-03-09,2946,2966,159,4386,0.0363,0.4668,200.0,1018,1948,4,0.0252,9.17,1492,388,0,0
2021-03-10,3086,3126,197,6342,0.0311,0.4653,200.0,679,2447,4,0.0203,9.7,1869,310,0,0
2021-03-11,2735,2737,149,3283,0.0454,0.4565,137.4,936,1801,4,0.0268,3.29,1526,221,0,0
2021-03-12,2549,2582,176,4004,0.044,0.2733,176.4,800,1782,7,0.0398,4.94,1552,155,0,0
2021-03-13,1932,2006,117,3197,0.0366,0.2159,200.0,593,1413,5,0.0427,5.73,1180,113,1,0
2021-03-14,1992,2033,152,3491,0.0435,0.3266,182.4,603,1430,8,0.0526,6.0,1085,173,0,0
2021-03-15,2494,2520,145,3829,0.0379,0.3713,180.9,817,1703,4,0.0276,6.11,1580,329,0,0
2021-03-16,2802,2859,201,4465,0.045,0.3509,200.0,618,2241,8,0.0398,8.15,1640,406,0,0
2021-03-17,2842,2872,160,4083,0.0392,0.4205,162.4,792,2080,8,0.05,7.17,1790,401,0,0
2021-03-18,2415,2414,143,3751,0.0381,0.4127,190.3,735,1679,4,0.028,7.96,1354,343,0,0
2021-03-19,2293,2318,162,3318,0.0488,0.3485,153.7,668,1650,7,0.0432,5.57,1501,326,1,0
2021-03-20,1921,1962,112,3187,0.0351,0.2185,157.3,637,1325,5,0.0446,6.27,1208,202,0,0
2021-03-21,2244,2263,105,3227,0.0325,0.1261,175.8,477,1786,2,0.019,3.79,1459,163,0,0
2021-03-22,2538,2508,165,3951,0.0418,0.3762,200.0,761,1747,8,0.0485,7.18,1447,326,0,0
2021-03-23,2556,2629,194,3928,0.0494,0.3672,187.3,736,1893,9,0.0464,8.46,1501,188,1,0
2021-03-24,2740,2741,178,4729,0.0376,0.3466,174.2,704,2037,4,0.0225,6.52,1681,210,0,0
2021-03-25,2427,2467,115,3675,0.0313,0.2518,172.1,619,1848,3,0.0261,7.23,1559,181,0,0
2021-03-26,2268,2261,95,2590,0.0367,0.3473,143.3,663,1598,2,0.0211,4.89,1457,229,0,0
2021-03-27,2150,2179,153,3818,0.0401,0.2589,172.4,727,1452,5,0.0327,3.4,1196,179,0,0
2021-03-28,2050,2007,88,2647,0.0332,0.2605,198.4,551,1456,3,0.0341,4.43,1244,131,0,0
2021-03-29,2497,2459,145,3367,0.0431,0.4195,200.0,796,1663,5,0.0345,3.35,1307,234,0,0
2021-03-30,2688,2606,180,3599,0.05,0.46,200.0,678,1928,5,0.0278,8.1,1516,358,0,0
2021-03-31,2668,2633,182,4673,0.0389,0.5283,168.9,567,2066,9,0.0495,9.43,1388,282,0,0
2021-04-01,2550,2512,100,2695,0.0371,0.3238,154.2,526,1986,3,0.03,2.6,1387,346,0,0
2021-04-02,2124,2083,168,4432,0.0379,0.3049,145.5,433,1650,4,0.0238,4.36,1333,145,0,0
2021-04-03,2066,1942,107,3323,0.0322,0.1717,143.8,499,1443,3,0.028,5.62,1014,130,0,0
2021-04-04,1991,1924,142,2972,0.0478,0.2603,200.0,482,1442,5,0.0352,3.92,1145,207,0,0
2021-04-05,2653,2569,146,3825,0.0382,0.3376,200.0,790,1779,5,0.0342,3.26,1513,247,0,0
2021-04-06,2660,2601,153,4050,0.0378,0.4595,181.0,810,1791,4,0.0261,6.53,1348,302,0,0
2021-04-07,2625,2569,178,4121,0.0432,0.4498,157.9,533,2036,4,0.0225,5.69,1410,333,0,0
2021-04-08,2457,2481,157,4042,0.0388,0.4246,135.6,578,1903,7,0.0446,3.85,1450,310,0,0
2021-04-09,2127,2133,148,3437,0.0431,0.3418,167.5,514,1619,7,0.0473,6.88,1126,308,0,0
2021-04-10,1907,1926,91,2924,0.0311,0.3603,182.3,543,1383,3,0.033,6.35,1194,173,0,0
2021-04-11,2075,2084,141,3044,0.0463,0.2561,195.5,462,1622,4,0.0284,5.89,1346,147,0,0
2021-04-12,2336,2359,169,3467,0.0487,0.3029,191.6,519,1840,7,0.0414,7.05,1255,248,0,0
2021-04-13,2382,2460,154,3594,0.0428,0.4405,200.0,840,1620,6,0.039,4.04,1299,150,0,0
2021-04-14,2473,2509,213,4332,0.0492,0.4074,142.0,804,1705,7,0.0329,5.18,1426,198,0,0
2021-04-15,2249,2353,126,3809,0.0331,0.4675,155.8,534,1819,6,0.0476,4.24,1440,167,0,0
2021-04-16,1786,1810,65,1651,0.0394,0.2925,170.4,472,1338,2,0.0308,3.22,981,162,0,0
2021-04-17,1668,1715,118,2797,0.0422,0.2242,148.3,434,1281,4,0.0339,6.21,863,105,0,0
2021-04-18,2105,2117,136,3258,0.0417,0.2483,168.1,675,1442,5,0.0368,6.11,1230,113,0,0
2021-04-19,2360,2401,137,3593,0.0381,0.3859,200.0,664,1737,7,0.0511,7.63,1545,278,0,0
2021-04-20,2365,2422,127,3445,0.0369,0.4203,186.5,531,1891,6,0.0472,6.06,1353,269,0,0
2021-04-21,2491,2575,144,4441,0.0324,0.4154,196.0,800,1775,3,0.0208,6.14,1450,311,0,0
2021-04-22,2315,2356,151,3980,0.0379,0.4767,149.9,611,1745,5,0.0331,5.73,1520,273,0,0
2021-04-23,2352,2396,107,3224,0.0332,0.2638,149.7,574,1822,4,0.0374,2.94,1448,147,0,0
2021-04-24,1979,1978,140,3128,0.0448,0.2543,182.1,507,1471,4,0.0286,2.65,1202,156,0,0
2021-04-25,1870,1883,84,2459,0.0342,0.3044,181.0,517,1366,3,0.0357,4.53,1100,119,0,0
2021-04-26,2056,2027,77,2481,0.031,0.2684,200.0,510,1517,3,0.039,3.62,1310,272,0,0
2021-04-27,2251,2190,124,3010,0.0412,0.4522,191.1,517,1673,5,0.0403,4.9,1321,273,0,0
2021-04-28,2447,2460,172,4114,0.0418,0.3947,146.9,639,1821,9,0.0523,6.73,1560,173,1,0
2021-04-29,2200,2163,173,3657,0.0473,0.4345,159.7,439,1724,5,0.0289,4.45,1308,182,0,0
2021-04-30,1842,1800,120,2885,0.0416,0.2585,147.7,569,1231,6,0.05,4.37,1098,264,0,0
2021-05-01,1772,1715,104,2821,0.0369,0.2871,170.2,387,1328,4,0.0385,4.25,932,188,0,0
2021-05-02,1786,1716,127,2751,0.0462,0.3271,174.5,355,1361,4,0.0315,3.8,936,223,0,0
2021-05-03,2382,2285,128,3134,0.0408,0.3931,200.0,681,1604,5,0.0391,6.37,1411,175,1,0
2021-05-04,2438,2424,121,3845,0.0315,0.4407,200.0,766,1658,3,0.0248,5.68,1320,172,0,0
