ds,y,unique_visitors,sessions,bounce_rate,avg_session_duration,pages_per_session,ad_spend,seo_score,social_trend_index,campaign_flag,holiday_flag,weekday,month
2022-08-01 00:00:00,2889,924,946,0.418542251,194.0395605,3.491339026,52.2822833,63.95687324,42.84049898,0,0,0,8
2022-08-02 00:00:00,3173,889,956,0.421575176,181.4105437,3.800315287,75.17474038,64.1588282,41.86066249,0,0,1,8
2022-08-03 00:00:00,3380,1073,1232,0.449352008,197.4964301,3.169725756,68.76844611,64.67709929,38.69126378,0,0,2,8
2022-08-04 00:00:00,2436,979,933,0.445937197,199.1359807,3.015024499,41.46756649,65.84105233,41.47649,0,0,3,8
2022-08-05 00:00:00,2668,899,1046,0.459714442,171.0204766,2.957904869,47.12616638,64.77531987,42.4398679,0,0,4,8
2022-08-06 00:00:00,1935,770,799,0.472336353,150.7075001,2.820431977,35.36557998,63.60719135,35.2387051,0,0,5,8
2022-08-07 00:00:00,2628,859,917,0.437044108,150.8766138,3.297732944,44.09292986,65.39535564,40.32610701,0,0,6,8
2022-08-08 00:00:00,2853,1019,998,0.493969805,177.700008,3.355785462,53.15605004,64.40574828,40.33050394,0,0,0,8
2022-08-09 00:00:00,3139,995,1094,0.436104939,188.066334,3.301385696,62.05853621,66.81196274,43.20621123,0,0,1,8
2022-08-10 00:00:00,3205,1031,1084,0.429685231,201.5508692,3.393848558,42.70916162,64.95022062,43.72628568,0,0,2,8
2022-08-11 00:00:00,2974,1044,1093,0.461217459,174.6631633,3.159497506,43.4585356,62.73757398,41.30036477,0,0,3,8
2022-08-12 00:00:00,2196,840,801,0.398158822,179.4526826,3.113254612,28.5271097,65.34518522,43.98762276,0,0,4,8
2022-08-13 00:00:00,2111,765,806,0.433595926,161.656937,3.011922805,48.37334079,66.94155193,50.08827073,0,0,5,8
2022-08-14 00:00:00,3004,996,1088,0.48529592,166.2617343,3.233334915,39.37585588,66.57592029,55.3115521,0,0,6,8
2022-08-15 00:00:00,3423,1083,1124,0.397877342,194.4107678,3.457323643,44.70560573,66.82790842,47.69627528,0,1,0,8
2022-08-16 00:00:00,3687,1121,1243,0.47766349,191.2586747,3.462247754,41.23139222,63.96806007,57.27207776,0,0,1,8
2022-08-17 00:00:00,3252,1063,1177,0.488022138,192.2403913,3.2374504,49.05737446,65.88476187,61.38718084,0,0,2,8
2022-08-18 00:00:00,2682,952,969,0.435662212,183.2000385,3.183197423,32.42271609,64.2293458,58.55061105,0,0,3,8
2022-08-19 00:00:00,2346,843,952,0.462008511,169.3970595,2.859693246,35.32954755,65.14832816,61.39988661,0,0,4,8
2022-08-20 00:00:00,2555,870,916,0.490884572,159.5917928,3.271259149,71.29247112,63.61778557,57.89079276,0,0,5,8
2022-08-21 00:00:00,2367,760,800,0.44186006,156.056393,3.409542096,37.12577419,64.20702287,59.39118052,0,0,6,8
2022-08-22 00:00:00,2918,917,967,0.476033266,159.7691475,3.519833133,39.03214422,64.13006178,54.14694812,0,0,0,8
2022-08-23 00:00:00,3219,979,1031,0.4240018,190.0273396,3.575585646,68.36913528,65.65383786,50.7852849,0,0,1,8
2022-08-24 00:00:00,2820,1048,962,0.428359972,203.0968149,3.363102412,79.05067169,65.49918223,59.06319542,0,0,2,8
2022-08-25 00:00:00,2391,916,953,0.422765778,190.0402578,2.873205006,38.28433371,64.912739,51.38385261,0,0,3,8
2022-08-26 00:00:00,2172,891,875,0.463533544,183.3178699,2.883083755,46.31751043,63.21730587,50.8586258,0,0,4,8
2022-08-27 00:00:00,2320,815,922,0.492051031,180.0563072,2.953574631,53.41555551,64.1823308,45.84067324,0,0,5,8
2022-08-28 00:00:00,2443,785,886,0.450340348,171.9567081,3.186996932,67.28697644,63.66862148,43.54488155,0,0,6,8
2022-08-29 00:00:00,2671,800,874,0.411862525,193.8252064,3.48717258,40.13142922,65.19980278,45.13964951,0,0,0,8
2022-08-30 00:00:00,3122,931,967,0.411655059,203.3043726,3.684158297,47.54722154,65.41842533,41.5763704,0,0,1,8
2022-08-31 00:00:00,3018,1078,1078,0.454526023,216.5975508,3.242263408,57.77337576,65.20157345,43.31559817,0,0,2,8
2022-09-01 00:00:00,2560,991,1008,0.502069364,207.1862111,2.988814631,54.34766074,63.28986555,42.34792658,0,0,3,9
2022-09-02 00:00:00,2954,931,1067,0.465065878,180.8339769,3.216489535,46.23843929,61.20052065,41.21326982,0,0,4,9
2022-09-03 00:00:00,2139,788,800,0.445705063,167.5652432,3.087490942,48.66177035,62.06326032,40.71580237,0,0,5,9
2022-09-04 00:00:00,1894,775,722,0.478849255,162.3110486,3.062951449,36.25104192,65.13735111,44.98402549,0,0,6,9
2022-09-05 00:00:00,2877,893,984,0.442815041,179.5866272,3.371823072,47.61826256,63.19544406,37.78753001,0,0,0,9
2022-09-06 00:00:00,3143,923,1038,0.432787707,192.2582563,3.479349468,47.3361251,62.72256723,42.01688058,0,0,1,9
2022-09-07 00:00:00,3320,988,1119,0.413934267,205.7110744,3.387009047,52.3216989,64.98831333,47.16317144,0,0,2,9
2022-09-08 00:00:00,2634,870,959,0.488999337,181.4741944,3.219966371,44.44672781,64.47909799,49.45478204,0,0,3,9
2022-09-09 00:00:00,2596,768,853,0.377077891,169.4112631,3.433316749,54.71538523,63.1027561,43.50949971,0,0,4,9
2022-09-10 00:00:00,1867,697,734,0.481247735,136.9497429,2.971245937,60.12715818,62.64552317,49.06293368,0,0,5,9
2022-09-11 00:00:00,2350,875,828,0.441951388,181.5942693,3.273625267,51.55429328,62.6638633,56.29957263,0,0,6,9
2022-09-12 00:00:00,2365,847,891,0.437689778,177.7952542,3.055969965,53.51756408,62.87675912,55.86307471,0,0,0,9
2022-09-13 00:00:00,3113,994,1074,0.494905719,200.192434,3.402912259,50.53155348,64.10004728,56.82068711,0,0,1,9
2022-09-14 00:00:00,3278,992,1035,0.421264108,214.0764252,3.626457223,50.00084393,62.76982524,57.16526074,0,0,2,9
2022-09-15 00:00:00,2494,857,892,0.426343797,191.6806092,3.205892831,42.78441966,62.91788477,57.8582859,0,0,3,9
2022-09-16 00:00:00,1594,898,899,0.449342301,185.7657622,2.048495283,53.16494262,63.20295332,60.61393631,0,0,4,9
2022-09-17 00:00:00,1660,630,630,0.469727381,148.0840636,3.068099265,49.02713402,60.70335697,59.24287763,0,0,5,9
2022-09-18 00:00:00,2807,804,918,0.442608063,188.3371362,3.524738516,70.93168309,62.46496261,59.62154326,0,0,6,9
2022-09-19 00:00:00,2740,910,1041,0.402784232,190.871102,2.994083789,65.73354902,61.25051622,59.2454848,0,0,0,9
2022-09-20 00:00:00,3204,917,963,0.418165318,197.7286546,3.803769793,53.85846553,58.86209158,55.78410024,0,0,1,9
2022-09-21 00:00:00,2380,925,984,0.481128056,213.7493516,2.826303096,42.3694279,59.08143994,57.83128614,0,0,2,9
2022-09-22 00:00:00,2841,990,991,0.448989176,176.9913259,3.313029541,38.87588528,60.02144084,63.08157134,0,0,3,9
2022-09-23 00:00:00,2588,951,1029,0.466786747,168.4361764,2.924588474,61.91142953,61.39946412,46.89424942,0,0,4,9
2022-09-24 00:00:00,1788,737,839,0.449469323,174.9439457,2.463300381,52.62749225,60.80966507,50.97203757,0,0,5,9
2022-09-25 00:00:00,2100,768,748,0.436078805,145.6927685,3.230333203,54.80143403,60.70700902,45.49422039,0,0,6,9
2022-09-26 00:00:00,3167,958,1029,0.500327083,185.6045777,3.623433256,32.55414013,62.29972585,47.39337034,0,0,0,9
2022-09-27 00:00:00,3018,903,973,0.438490508,200.9583912,3.572669659,59.27438482,58.90540787,43.9047744,0,0,1,9
2022-09-28 00:00:00,2694,821,884,0.429386944,219.1908164,3.49765975,54.54420338,59.97256665,44.4672495,0,0,2,9
2022-09-29 00:00:00,3107,1053,1193,0.479630143,172.8481206,3.04309453,38.89569316,60.12993804,44.51683105,0,0,3,9
2022-09-30 00:00:00,2093,817,941,0.431583317,187.4186358,2.554040248,45.28475193,58.91494451,40.82798423,0,0,4,9
2022-10-01 00:00:00,2328,841,873,0.439470139,154.9067343,3.071667429,52.63717204,59.50568443,43.39615687,0,0,5,10
2022-10-02 00:00:00,2828,866,938,0.456171137,159.8932758,3.491056421,50.52466798,57.70418516,33.2178272,0,1,6,10
2022-10-03 00:00:00,2500,757,799,0.450008103,167.7799561,3.619181477,47.07828814,60.54166533,45.76166821,0,0,0,10
2022-10-04 00:00:00,2691,985,1003,0.451924604,184.7581093,3.102317092,48.96511732,58.27882699,43.30687163,0,0,1,10
2022-10-05 00:00:00,2582,930,989,0.505438113,203.5337817,3.077715341,47.48022622,60.82179069,46.99863205,0,0,2,10
2022-10-06 00:00:00,2569,929,1007,0.456833319,177.5543556,2.956236204,51.52562512,58.5893389,42.00153537,0,0,3,10
2022-10-07 00:00:00,2052,838,889,0.381912509,178.7251686,2.607723109,64.71491973,59.48296859,45.28248102,0,0,4,10
2022-10-08 00:00:00,1791,704,708,0.467100928,153.8717813,2.942132608,24.33341559,58.23659641,50.43781488,0,0,5,10
2022-10-09 00:00:00,2207,773,794,0.457000136,152.2330323,3.219788798,47.63149735,58.0962232,52.17409567,0,0,6,10
2022-10-10 00:00:00,2660,964,990,0.451303501,174.7219085,3.10721465,51.76512421,57.38228745,55.18804316,0,0,0,10
2022-10-11 00:00:00,3062,961,969,0.451514683,199.0037016,3.65531795,52.9599399,57.9272682,59.4884435,0,0,1,10
2022-10-12 00:00:00,3509,1084,1156,0.441827692,196.7250256,3.500915011,46.28085419,57.97064088,52.52265388,0,0,2,10
2022-10-13 00:00:00,2761,987,1057,0.445167509,189.019776,3.015797927,32.43278218,56.71574149,61.93114589,0,0,3,10
2022-10-14 00:00:00,2578,945,1038,0.471645454,178.2843998,2.891813802,53.27995484,57.22535926,59.77412485,0,0,4,10
2022-10-15 00:00:00,2780,1251,1260,0.441049535,171.3256563,2.543334389,117.2735021,56.59393662,59.38865442,1,0,5,10
2022-10-16 00:00:00,2950,1078,1101,0.427433146,161.2624173,3.074653206,84.66138595,59.36073781,55.33593342,1,0,6,10
2022-10-17 00:00:00,3897,1215,1370,0.540713444,169.5577798,3.394742301,108.6382801,56.83196185,60.51883468,1,0,0,10
2022-10-18 00:00:00,4004,1246,1298,0.422660541,196.3975744,3.533641777,96.71474777,58.3312941,50.57599127,1,0,1,10
2022-10-19 00:00:00,3799,1207,1269,0.445692328,204.2050541,3.456469605,99.38675654,56.45872464,58.18008005,1,0,2,10
2022-10-20 00:00:00,3542,1219,1269,0.401876064,174.0704217,3.174278101,89.47101489,56.78599579,49.86251988,1,0,3,10
2022-10-21 00:00:00,3335,1215,1345,0.45674818,162.4162422,2.87344946,96.65543828,55.08193693,52.38558308,1,0,4,10
2022-10-22 00:00:00,3013,1043,1157,0.429315193,153.3095728,2.990533613,113.0004459,55.83720328,49.64249349,1,0,5,10
2022-10-23 00:00:00,3177,992,1096,0.442589548,162.2851485,3.341512036,105.8265524,56.38031246,51.2834051,1,0,6,10
2022-10-24 00:00:00,3464,1141,1200,0.48135194,172.389661,3.374165692,117.3231161,57.64595006,45.1251971,1,0,0,10
2022-10-25 00:00:00,3694,1194,1202,0.458296551,202.7070369,3.563411236,111.7741189,56.17689781,41.6826863,1,0,1,10
2022-10-26 00:00:00,4289,1298,1488,0.459740326,183.4472262,3.34346001,104.3908668,57.2385325,40.66187709,1,0,2,10
2022-10-27 00:00:00,3085,1068,1167,0.393609727,172.8804878,2.996077969,117.4393453,56.40048863,44.80895963,1,0,3,10
2022-10-28 00:00:00,3004,1139,1170,0.508360983,167.9834371,3.030894133,104.3899316,57.29727432,41.85961179,1,0,4,10
2022-10-29 00:00:00,2526,914,1025,0.42155552,158.7449137,2.822249436,108.2798818,55.52621982,38.84311006,1,0,5,10
2022-10-30 00:00:00,2687,961,983,0.501720561,149.8169316,3.218335017,97.03429046,57.89625248,39.54138162,1,0,6,10
2022-10-31 00:00:00,3960,1215,1361,0.480646316,173.9325116,3.39891638,100.6654582,54.94687651,36.28878005,1,0,0,10
2022-11-01 00:00:00,4160,1249,1404,0.461456246,191.6261915,3.439105322,93.02576177,54.59761889,43.34710778,1,0,1,11
2022-11-02 00:00:00,3283,1128,1132,0.417038497,195.5655788,3.315065656,59.89583935,54.09148405,38.48565486,0,0,2,11
2022-11-03 00:00:00,2551,904,976,0.451293567,190.1964896,3.023805554,38.21696377,57.57574209,47.91655201,0,0,3,11
2022-11-04 00:00:00,2292,933,1016,0.439126486,164.7065364,2.597157965,57.82350342,56.01313909,48.16065544,0,0,4,11
2022-11-05 00:00:00,1987,648,765,0.458183146,175.2798048,3.009873644,48.09348942,54.81440064,57.1608554,0,0,5,11
2022-11-06 00:00:00,2061,738,747,0.448367568,169.2454167,3.187415002,61.71247093,56.35828469,48.92480268,0,0,6,11
2022-11-07 00:00:00,3668,1039,1165,0.388841685,171.9288648,3.563199357,57.50868989,55.76365342,54.03085112,0,0,0,11
2022-11-08 00:00:00,3773,1235,1298,0.477789788,196.5817446,3.393600877,68.20646158,57.01478713,61.62976112,0,0,1,11
2022-11-09 00:00:00,3483,1081,1068,0.440254826,200.7387114,3.759770948,57.30774691,53.47955769,61.39248375,0,0,2,11
2022-11-10 00:00:00,2760,996,1040,0.43220186,200.8248895,3.049482563,34.27959744,54.74681964,56.92105252,0,0,3,11
2022-11-11 00:00:00,2167,863,906,0.436444311,165.3185009,2.751296271,49.33046827,54.54052448,60.42118141,0,0,4,11
2022-11-12 00:00:00,2180,930,928,0.468065747,168.1748287,2.734557641,38.27992807,53.02631732,60.00599807,0,0,5,11
2022-11-13 00:00:00,2216,854,910,0.429051046,164.7819151,2.794321156,44.81720158,56.06337307,60.59514672,0,0,6,11
2022-11-14 00:00:00,3581,996,1093,0.382344733,194.9156652,3.699790885,65.11228433,54.74178319,56.91364737,0,0,0,11
2022-11-15 00:00:00,3768,1089,1157,0.456350158,208.5455442,3.774105736,56.37533811,55.76702173,57.55035362,0,0,1,11
2022-11-16 00:00:00,3229,1045,1069,0.458261131,201.4683513,3.500843255,43.01069571,57.40843159,51.44074089,0,0,2,11
2022-11-17 00:00:00,2630,987,1029,0.440756917,186.0548486,2.946211991,39.86282634,54.72271754,54.74420775,0,0,3,11
2022-11-18 00:00:00,2797,927,973,0.418817042,176.3883843,3.288571736,50.32782093,54.68810901,53.57527136,0,0,4,11
2022-11-19 00:00:00,1952,746,791,0.459980026,158.6969415,2.862950792,37.83439851,55.26718554,49.31774176,0,0,5,11
2022-11-20 00:00:00,2614,874,966,0.411927765,181.1664414,3.087300471,43.28859723,56.18093887,42.92963799,0,0,6,11
2022-11-21 00:00:00,3018,882,938,0.419183082,180.7847008,3.680717122,53.12009472,54.67800439,48.6267582,0,0,0,11
2022-11-22 00:00:00,3494,1124,1102,0.421615326,191.5802033,3.631674375,61.55312036,54.6705753,44.8586771,0,0,1,11
2022-11-23 00:00:00,3795,1131,1156,0.468006213,194.9024074,3.82091485,56.08761472,56.42127,40.00363988,0,0,2,11
2022-11-24 00:00:00,2842,973,1030,0.435867543,176.5473189,3.175174204,27.08710491,55.81091204,40.14850998,0,0,3,11
2022-11-25 00:00:00,2743,1004,1110,0.439818136,176.8879165,2.84691204,53.04366729,53.46130151,35.74871267,0,0,4,11
2022-11-26 00:00:00,2082,786,876,0.515952735,152.3013297,2.810933648,50.72033573,54.35987024,36.92376962,0,0,5,11
2022-11-27 00:00:00,2164,797,908,0.466437611,175.3448529,2.771706402,54.13890285,57.17110884,38.63728684,0,0,6,11
2022-11-28 00:00:00,3089,1016,1074,0.460169835,167.0706495,3.337546152,66.16209682,56.1616878,44.67557376,0,0,0,11
2022-11-29 00:00:00,4194,1188,1293,0.433045242,196.9090441,3.728810926,29.36761723,55.09261621,40.263175,0,0,1,11
2022-11-30 00:00:00,2969,995,972,0.424796891,211.0007958,3.500461057,44.08896575,55.78450537,45.68574296,0,0,2,11
2022-12-01 00:00:00,3306,1113,1193,0.381153679,167.1552041,3.129491354,55.90906323,56.0731829,44.046214,0,0,3,12
2022-12-02 00:00:00,2307,993,989,0.482316344,191.5049807,2.727331311,34.18405601,56.90551114,48.51863334,0,0,4,12
2022-12-03 00:00:00,2124,793,830,0.470761251,156.2485898,2.978669228,64.75949048,54.92601248,49.57581349,0,0,5,12
2022-12-04 00:00:00,3333,959,1152,0.450488756,165.7743242,3.343668378,53.68356613,55.56235186,54.84437914,0,0,6,12
2022-12-05 00:00:00,3343,1041,1109,0.445883199,185.7144923,3.479409157,58.46583986,56.7996639,52.73440338,0,0,0,12
2022-12-06 00:00:00,3239,1058,1066,0.466220592,202.8979202,3.533239292,44.29056338,56.55451239,51.51731327,0,0,1,12
2022-12-07 00:00:00,3818,1256,1345,0.396046738,202.2373976,3.221302692,58.1376369,57.35792113,53.67246773,0,0,2,12
2022-12-08 00:00:00,3505,1191,1219,0.429049432,198.6515206,3.298866115,60.68471556,55.69218523,57.4140562,0,0,3,12
2022-12-09 00:00:00,2077,1031,1033,0.419165042,176.5130323,2.299937236,52.3287802,57.41820241,56.00209921,0,0,4,12
2022-12-10 00:00:00,3003,1020,1178,0.510457238,178.1102532,3.009863766,52.34400893,58.2956191,61.23063605,0,0,5,12
2022-12-11 00:00:00,3083,894,986,0.482133402,169.5866458,3.655170033,52.70343239,57.83722223,58.35197463,0,0,6,12
2022-12-12 00:00:00,3070,1051,1122,0.383919221,199.6463552,3.091590629,41.36654735,57.63911174,66.13350833,0,0,0,12
2022-12-13 00:00:00,3242,1035,1067,0.398723415,204.6474181,3.451618367,48.5247132,57.55675858,52.60517104,0,0,1,12
2022-12-14 00:00:00,3691,1216,1258,0.43871767,181.441057,3.379112025,48.47477468,56.97329311,56.84579755,0,0,2,12
2022-12-15 00:00:00,3266,1098,1237,0.432572666,214.7887016,3.032913189,53.83393864,57.89431819,50.95497832,0,0,3,12
2022-12-16 00:00:00,2740,937,998,0.413522662,165.5788841,3.133593048,59.99824247,59.38667289,50.74500532,0,0,4,12
2022-12-17 00:00:00,2491,1086,973,0.515654826,175.4568819,3.027784827,39.41463918,58.17087078,50.42425842,0,0,5,12
2022-12-18 00:00:00,2825,884,1035,0.465239934,164.6313048,3.171565712,48.7499097,57.56511104,40.79867654,0,0,6,12
2022-12-19 00:00:00,3654,1128,1195,0.46424449,190.6109026,3.552719818,64.81455548,58.12956613,46.37164096,0,0,0,12
2022-12-20 00:00:00,3854,1181,1260,0.423375815,188.7518405,3.5032424,42.56411771,58.99124082,49.47382437,0,0,1,12
2022-12-21 00:00:00,5071,1328,1467,0.464356265,205.7560037,4.01666712,41.77749983,58.58692755,40.82137028,0,0,2,12
2022-12-22 00:00:00,3429,1164,1250,0.435332889,186.1457693,3.155699139,52.02306192,59.61706239,41.76973489,0,0,3,12
2022-12-23 00:00:00,2918,1044,1136,0.444753833,187.1123563,2.965374619,58.4438519,59.82697826,43.32548596,0,0,4,12
2022-12-24 00:00:00,2278,997,1025,0.475642018,164.8881234,2.591201015,50.11426056,60.36634086,39.5081395,0,0,5,12
2022-12-25 00:00:00,2929,1113,1100,0.406993809,173.7227968,3.032415572,63.2896059,61.0747771,38.50784031,0,1,6,12
2022-12-26 00:00:00,3777,1152,1226,0.497910836,158.3592313,3.622740843,58.56793983,60.82136124,34.16310211,0,0,0,12
2022-12-27 00:00:00,3300,1052,1180,0.44960794,194.7809029,3.232800888,58.41820067,59.06576094,44.10465733,0,0,1,12
2022-12-28 00:00:00,3256,1268,1290,0.481116367,203.6040746,2.949182788,55.54116501,59.27096304,43.42559675,0,0,2,12
2022-12-29 00:00:00,3336,1200,1216,0.414483279,190.9138238,3.131892847,73.276531,60.27301089,42.62311105,0,0,3,12
2022-12-30 00:00:00,3533,1139,1266,0.425559174,180.9338974,3.200467101,47.94838311,60.07146696,48.15458079,0,0,4,12
2022-12-31 00:00:00,2683,1017,1044,0.422454953,156.8423993,2.94177087,29.96477708,59.55753878,48.24895893,0,0,5,12
2023-01-01 00:00:00,3286,1206,1242,0.463372666,164.8512414,3.073880717,66.04254362,60.42654909,50.63993095,0,1,6,1
2023-01-02 00:00:00,3016,1120,1155,0.451979499,191.8122676,3.021567719,45.42300569,60.56504552,56.15771086,0,0,0,1
2023-01-03 00:00:00,4296,1312,1374,0.430203909,172.8497396,3.590343082,51.07880444,60.53776174,52.21975078,0,0,1,1
2023-01-04 00:00:00,3697,1236,1201,0.412265965,205.3920633,3.512949244,63.09550685,61.06239729,60.96026068,0,0,2,1
2023-01-05 00:00:00,3275,1318,1348,0.408747984,185.3388265,2.769083252,33.97740459,62.72353582,54.81663019,0,0,3,1
2023-01-06 00:00:00,3063,1059,1124,0.451799611,162.199144,3.153224689,37.48352786,61.90933876,57.7611749,0,0,4,1
2023-01-07 00:00:00,3346,1178,1250,0.443344356,163.866884,3.08643373,33.98722063,64.34484204,65.76883858,0,0,5,1
2023-01-08 00:00:00,3853,1188,1316,0.435295526,176.6378833,3.367568826,42.0586371,62.2041914,63.13134341,0,0,6,1
2023-01-09 00:00:00,4199,1231,1406,0.496412685,190.3914383,3.509970325,54.39636606,61.90178996,59.30250066,0,0,0,1
2023-01-10 00:00:00,4632,1306,1471,0.441666494,194.2854993,3.6306288,55.24187843,62.3514907,54.99672418,0,0,1,1
2023-01-11 00:00:00,3927,1202,1317,0.480789329,208.2559679,3.484838402,52.76274179,62.75649198,54.6470811,0,0,2,1
2023-01-12 00:00:00,3861,1289,1344,0.430748306,197.3583538,3.299124217,35.87234116,63.08485028,54.55866333,0,0,3,1
2023-01-13 00:00:00,2591,1152,1173,0.460597417,170.4486125,2.562566646,26.89896563,64.87267584,52.33777904,0,0,4,1
2023-01-14 00:00:00,3352,1403,1475,0.455647679,153.5706362,2.633082738,100.5435359,62.0936058,49.72738721,1,0,5,1
2023-01-15 00:00:00,3711,1307,1411,0.404935067,158.01103,2.993904057,95.28223966,63.93735343,47.68229312,1,0,6,1
2023-01-16 00:00:00,4562,1457,1590,0.492850149,188.3785335,3.367301272,104.5938577,63.42168865,45.01803728,1,0,0,1
2023-01-17 00:00:00,5225,1556,1683,0.440081656,195.2151615,3.577519642,107.0195363,61.77455529,39.43916577,1,0,1,1
2023-01-18 00:00:00,5156,1666,1739,0.465080587,189.036736,3.445630553,101.3824143,64.24399063,40.63215295,1,0,2,1
2023-01-19 00:00:00,4646,1459,1590,0.42418501,171.8290464,3.348850915,107.6013309,64.86432256,43.73418348,1,0,3,1
2023-01-20 00:00:00,4465,1469,1635,0.448308797,179.6406397,3.156017259,102.2921137,62.85854772,36.14571799,1,0,4,1
2023-01-21 00:00:00,3585,1364,1492,0.431306389,155.0336575,2.758817603,105.3006471,63.82128835,39.43133347,1,0,5,1
2023-01-22 00:00:00,3802,1335,1399,0.492943691,167.6672479,3.188820859,92.95326737,62.21469951,37.79145909,1,0,6,1
2023-01-23 00:00:00,4243,1514,1526,0.45934228,192.3970691,3.223698997,98.20388586,62.78627851,41.32436261,1,0,0,1
2023-01-24 00:00:00,4884,1622,1634,0.45514787,182.5473849,3.46224285,101.967761,65.19321744,41.01578563,1,0,1,1
2023-01-25 00:00:00,5021,1678,1705,0.483433565,199.0471844,3.445052496,108.2052848,63.77382397,48.19728298,1,0,2,1
2023-01-26 00:00:00,3444,1550,1647,0.481436111,186.9707333,2.443687337,96.06258828,63.22132404,47.18091207,1,1,3,1
2023-01-27 00:00:00,4831,1537,1653,0.476214404,175.119754,3.408567007,105.2116726,64.64419833,43.83938116,1,0,4,1
2023-01-28 00:00:00,3444,1318,1291,0.414660139,172.8930417,3.04657636,97.34161208,63.9715578,52.01368403,1,0,5,1
2023-01-29 00:00:00,3457,1284,1315,0.434993363,151.0688522,3.021964982,98.82457833,64.09690563,49.90125377,1,0,6,1
2023-01-30 00:00:00,4745,1353,1437,0.419883356,185.6979795,3.778739257,58.29519042,65.3752453,52.60784828,0,0,0,1
2023-01-31 00:00:00,4198,1415,1423,0.465962275,205.9518674,3.430406024,30.06939629,63.53672974,57.17635508,0,0,1,1
2023-02-01 00:00:00,4424,1399,1500,0.447807599,197.6347876,3.4071981,37.03527672,63.84991737,56.34307257,0,0,2,2
2023-02-02 00:00:00,3668,1333,1379,0.405030499,187.3032049,3.02800659,35.17814603,64.96038847,61.68825613,0,0,3,2
2023-02-03 00:00:00,3773,1320,1338,0.447591802,175.5068189,3.256716567,26.6638388,65.82088842,57.42574894,0,0,4,2
2023-02-04 00:00:00,3367,1253,1319,0.412488589,163.9496125,2.912297683,43.2173556,66.12889831,58.14316034,0,0,5,2
2023-02-05 00:00:00,3697,1262,1350,0.454269041,170.1868964,3.171002457,57.494339,64.25897704,57.78016644,0,0,6,2
2023-02-06 00:00:00,3931,1220,1229,0.400338825,185.6128053,3.634021737,47.15115934,65.88871731,57.31277243,0,0,0,2
2023-02-07 00:00:00,5048,1560,1619,0.460001089,185.8169066,3.616920149,51.97790082,64.18846718,61.11588949,0,0,1,2
2023-02-08 00:00:00,4766,1525,1637,0.454026919,209.4012232,3.36982461,60.89217497,66.8140296,58.1212869,0,0,2,2
2023-02-09 00:00:00,3928,1366,1382,0.503984327,200.3455064,3.347507947,63.27686132,63.86318311,59.46866925,0,0,3,2
2023-02-10 00:00:00,3490,1227,1187,0.478690327,173.1831542,3.434014845,49.30862065,66.32847881,59.02814195,0,0,4,2
2023-02-11 00:00:00,2931,1160,1129,0.444624532,145.5598887,2.996776714,63.5358589,64.34046803,46.9078489,0,0,5,2
2023-02-12 00:00:00,3138,1126,1159,0.480405839,163.2159133,3.164457655,50.92126658,67.00106671,47.98604804,0,0,6,2
2023-02-13 00:00:00,3864,1305,1285,0.408070084,181.9440588,3.427390723,41.62601776,65.56393021,42.13256166,0,0,0,2
2023-02-14 00:00:00,4841,1424,1470,0.415262086,184.1906273,3.761978158,44.05599648,63.93532381,41.4322842,0,0,1,2
2023-02-15 00:00:00,4433,1388,1573,0.452682317,195.8971776,3.260854676,35.19463487,64.40180029,40.29143764,0,0,2,2
2023-02-16 00:00:00,3408,1278,1254,0.381998382,174.5839809,3.06976624,41.11866146,65.67191921,37.8188467,0,0,3,2
2023-02-17 00:00:00,3041,1297,1344,0.452139304,177.3952475,2.61882961,46.41983312,65.90412305,37.09505906,0,0,4,2
2023-02-18 00:00:00,3063,1126,1302,0.426704061,162.1609949,2.696521052,58.03585019,64.73559289,39.56714686,0,0,5,2
2023-02-19 00:00:00,3512,1253,1341,0.458902948,147.9055387,3.037545637,67.20769831,64.79994086,36.60056562,0,0,6,2
2023-02-20 00:00:00,3568,1169,1206,0.417667909,183.5146486,3.382077907,36.17818485,65.45681614,43.5166922,0,0,0,2
2023-02-21 00:00:00,4927,1422,1482,0.456863708,195.0715402,3.853708923,53.92827468,64.7677177,39.42842456,0,0,1,2
2023-02-22 00:00:00,4560,1407,1508,0.443267863,204.6627011,3.487892784,39.59456061,63.27422243,52.19380889,0,0,2,2
2023-02-23 00:00:00,4108,1441,1636,0.488756849,184.7623504,2.94301405,54.74697088,63.68099621,44.30700926,0,0,3,2
2023-02-24 00:00:00,2901,1180,1208,0.453456164,163.3075312,2.780722102,48.68913349,64.64985791,47.99084359,0,0,4,2
2023-02-25 00:00:00,3139,1112,1125,0.434252675,152.7929955,3.208244361,31.69094174,65.54560944,46.11397645,0,0,5,2
2023-02-26 00:00:00,3758,1315,1290,0.44845716,158.9816682,3.366427707,59.28296992,65.8562229,57.34348461,0,0,6,2
2023-02-27 00:00:00,4384,1394,1471,0.409672908,180.188251,3.398895288,43.94999287,64.92471728,57.69733943,0,0,0,2
2023-02-28 00:00:00,4055,1406,1377,0.456320382,197.1162143,3.411386965,44.66099762,64.33237573,57.12564563,0,0,1,2
2023-03-01 00:00:00,4478,1403,1441,0.460383548,197.5913595,3.60568079,39.30247589,64.68886765,53.77790718,0,0,2,3
